OTU_ID,Kingdom,Phyla,Class,Order,Family,Genus,Species
4479946,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__MND1, f__, g__, s__
2496608,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Koribacteraceae, g__, s__
4436710,k__Bacteria, p__Nitrospirae, c__Nitrospira, o__Nitrospirales, f__Nitrospiraceae, g__, s__
244336,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__
110001,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfobacterales, f__Desulfobulbaceae, g__Desulfotalea, s__
4479940,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae, g__, s__
4323163,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Anaerolineales, f__Anaerolinaceae, g__T78, s__
973124,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
838843,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__
541139,k__Bacteria, p__Tenericutes, c__Mollicutes, o__, f__, g__, s__
126871,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Cryomorphaceae, g__Fluviicola, s__
185100,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Bdellovibrionales, f__Bacteriovoracaceae, g__, s__
11544,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Frankiaceae, g__Frankia, s__
623634,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__Solibacteraceae, g__Candidatus Solibacter, s__
1126569,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
1027515,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__, s__
562114,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__, s__
2739100,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__
511344,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Rhodoplanes, s__
4298759,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__, g__, s__
256904,k__Bacteria, p__Chloroflexi, c__Ellin6529, o__, f__, g__, s__
3043954,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__PYR10d3, f__, g__, s__
253428,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Vibrionales, f__Pseudoalteromonadaceae, g__Pseudoalteromonas, s__
727894,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__C111, g__, s__
544561,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Hyphomonadaceae, g__, s__
4474665,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
261920,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Vibrionales, f__Pseudoalteromonadaceae, g__Pseudoalteromonas, s__ruthenica
4474667,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfobacterales, f__Desulfobulbaceae, g__, s__
245537,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae, g__Aquicella, s__
207124,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
929398,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
308017,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
4470541,k__Bacteria, p__Acidobacteria, c__Holophagae, o__Holophagales, f__Holophagaceae, g__, s__
1117877,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Rhizobiaceae, g__Agrobacterium, s__
4455330,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__, s__
4424926,k__Bacteria, p__Bacteroidetes, c__At12OctB3, o__, f__, g__, s__
4470547,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
4424925,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Niabella, s__
580916,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Novosphingobium, s__stygium
4424928,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__, s__
2092399,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Parvibaculum, s__
4420912,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
1116073,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__, s__
1116070,k__Bacteria, p__Proteobacteria, c__, o__, f__, g__, s__
583617,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Parvibaculum, s__
4352318,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__, s__
839247,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiotrichales, f__, g__, s__
807854,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
4308369,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Luteimonas, s__
1853224,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__, g__, s__
652628,k__Bacteria, p__Verrucomicrobia, c__[Pedosphaerae], o__[Pedosphaerales], f__, g__, s__
6794,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Thiobacterales, f__Thiobacteraceae, g__Thiobacter, s__
218250,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__Nevskia, s__
254371,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__
4324649,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Neoasaia, s__chiangmaiensis
348378,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Bdellovibrionales, f__Bacteriovoracaceae, g__, s__
4318483,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Thermoactinomycetaceae, g__, s__
561640,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Alcaligenaceae, g__, s__
4454531,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae, g__, s__
4393783,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__, f__, g__, s__
130036,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Methylophilales, f__Methylophilaceae, g__Methylotenera, s__mobilis
697997,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__RB41, f__, g__, s__
405006,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__, g__, s__
4260136,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Syntrophobacterales, f__Syntrophobacteraceae, g__, s__
853114,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
165827,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__Rubellimicrobium, s__
1129210,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Koribacteraceae, g__, s__
732255,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__
791123,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
4433034,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__, s__
3239358,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Gallionellales, f__Gallionellaceae, g__Gallionella, s__
4362775,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__, s__
4394175,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__WD2101, f__, g__, s__
4335437,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Solirubrobacteraceae, g__, s__
4335436,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__
842284,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Dyella, s__
4335433,k__Bacteria, p__Acidobacteria, c__Sva0725, o__Sva0725, f__, g__, s__
1639768,k__Bacteria, p__Actinobacteria, c__Nitriliruptoria, o__Euzebyales, f__Euzebyaceae, g__Euzebya, s__
576649,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Gallionellales, f__Gallionellaceae, g__Gallionella, s__
512873,k__Bacteria, p__Chloroflexi, c__S085, o__, f__, g__, s__
4440262,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__MND1, f__, g__, s__
259049,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__Magnetospirillum, s__
245821,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__[Entotheonellales], f__[Entotheonellaceae], g__, s__
514449,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae, g__, s__
2411393,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__, s__
105008,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__211ds20, g__, s__
147414,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Acidaminobacteraceae], g__Fusibacter, s__
100016,k__Bacteria, p__Armatimonadetes, c__SJA-176, o__GAB-B06, f__, g__, s__
100017,k__Bacteria, p__Acidobacteria, c__Solibacteres, o__Solibacterales, f__Solibacteraceae, g__Candidatus Solibacter, s__
4358878,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__, g__, s__
4334529,k__Bacteria, p__Armatimonadetes, c__SJA-176, o__GAB-B06, f__, g__, s__
562115,k__Bacteria, p__OP3, c__BD4-9, o__, f__, g__, s__
309271,k__Bacteria, p__Cyanobacteria, c__Chloroplast, o__Stramenopiles, f__, g__, s__
1773772,k__Bacteria, p__Actinobacteria, c__Nitriliruptoria, o__Euzebyales, f__Euzebyaceae, g__Euzebya, s__
4358870,k__Bacteria, p__Fusobacteria, c__Fusobacteriia, o__Fusobacteriales, f__Leptotrichiaceae, g__Sebaldella, s__termitidis
577116,k__Bacteria, p__GN04, c__GN15, o__, f__, g__, s__
4358876,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__OM60, g__, s__
4358875,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__[Marinicellales], f__[Marinicellaceae], g__, s__
101942,k__Bacteria, p__Cyanobacteria, c__Nostocophycideae, o__Nostocales, f__Nostocaceae, g__Anabaena, s__
221964,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Koribacteraceae, g__, s__
537635,k__Bacteria, p__Chlorobi, c__, o__, f__, g__, s__
113576,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__
235963,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__SJA-15, f__, g__, s__
328080,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__
537633,k__Bacteria, p__GN02, c__BD1-5, o__, f__, g__, s__
149147,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Syntrophobacterales, f__Syntrophobacteraceae, g__, s__
149144,k__Bacteria, p__Spirochaetes, c__Spirochaetes, o__Spirochaetales, f__Spirochaetaceae, g__, s__
877952,k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Koribacteraceae, g__Candidatus Koribacter, s__
583850,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__A21b, f__UD5, g__, s__
4371455,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__, s__
1088815,k__Bacteria, p__Cyanobacteria, c__ML635J-21, o__, f__, g__, s__
554377,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Sporichthyaceae, g__, s__
1086554,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__, g__, s__
619976,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__, g__, s__
4299150,k__Bacteria, p__Verrucomicrobia, c__Opitutae, o__Opitutales, f__Opitutaceae, g__Opitutus, s__
346995,k__Bacteria, p__Verrucomicrobia, c__Opitutae, o__Opitutales, f__Opitutaceae, g__Opitutus, s__
742886,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiotrichales, f__Piscirickettsiaceae, g__, s__
1047298,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae, g__, s__
4408274,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__, s__
4408275,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__, s__
821553,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__MIZ46, f__, g__, s__
1097711,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Pseudonocardiaceae, g__, s__
4365172,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__
203969,k__Bacteria, p__Acidobacteria, c__DA052, o__Ellin6513, f__, g__, s__
209489,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
4473935,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__SBla14, f__, g__, s__
134616,k__Bacteria, p__Chloroflexi, c__Ellin6529, o__, f__, g__, s__
334906,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Thermomonosporaceae, g__Actinoallomurus, s__
152605,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__
4362193,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Planctomycetales, f__Planctomycetaceae, g__Planctomyces, s__
275764,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingobium, s__
254670,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__[Entotheonellales], f__[Entotheonellaceae], g__, s__
820200,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingopyxis, s__
4429834,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__, s__
147872,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__HOC36, f__, g__, s__
513584,k__Bacteria, p__Chlorobi, c__Ignavibacteria, o__Ignavibacteriales, f__Ignavibacteriaceae, g__, s__
4438548,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__
329138,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Saprospiraceae, g__, s__
4423750,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Sediminibacterium, s__
24087,k__Bacteria, p__Cyanobacteria, c__Nostocophycideae, o__Nostocales, f__Nostocaceae, g__, s__
1143332,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Haliangiaceae, g__, s__
810096,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__, s__
559312,k__Bacteria, p__Chloroflexi, c__S085, o__, f__, g__, s__
1001908,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Burkholderiaceae, g__Burkholderia, s__
1112599,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__, g__, s__
710414,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Conexibacteraceae, g__, s__
249506,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Gemmataceae, g__Gemmata, s__
211555,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Ellin329, f__, g__, s__
3170029,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
211222,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__, s__
1730931,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfarculales, f__Desulfarculaceae, g__, s__
249501,k__Bacteria, p__Chloroflexi, c__S085, o__, f__, g__, s__
90311,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingobium, s__
3738841,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__SHUX583, f__, g__, s__
517939,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__, s__
4327692,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Thermoactinomycetaceae, g__, s__
204462,k__Bacteria, p__Acidobacteria, c__DA052, o__Ellin6513, f__, g__, s__
4463996,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__
274907,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Flammeovirgaceae, g__Reichenbachiella, s__
4463771,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__, s__
563937,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Thiobacterales, f__, g__, s__
4467678,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__, s__
4396978,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Phyllobacteriaceae, g__, s__
694887,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfobacterales, f__Nitrospinaceae, g__Nitrospina, s__
727770,k__Bacteria, p__OP3, c__koll11, o__GIF10, f__, g__, s__
4411522,k__Bacteria, p__Acidobacteria, c__Sva0725, o__Sva0725, f__, g__, s__
4362991,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfuromonadales, f__Pelobacteraceae, g__, s__
4402996,k__Bacteria, p__Acidobacteria, c__RB25, o__, f__, g__, s__
112959,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__, s__
236929,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__OM60, g__Congregibacter, s__
113234,k__Bacteria, p__Gemmatimonadetes, c__Gemm-5, o__, f__, g__, s__
1053321,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Moraxella, s__
157385,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
236923,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__NB1-j, f__, g__, s__
1136536,k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__RB41, f__Ellin6075, g__, s__
513055,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__Steroidobacter, s__
547795,k__Bacteria, p__[Thermi], c__Deinococci, o__Thermales, f__Thermaceae, g__Meiothermus, s__
253524,k__Bacteria, p__Gemmatimonadetes, c__Gemm-1, o__, f__, g__, s__
4389227,k__Bacteria, p__Acidobacteria, c__iii1-8, o__32-20, f__, g__, s__
824692,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__, g__, s__
4370324,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Marinilabiaceae, g__, s__
3078693,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__iii1-15, f__, g__, s__
256291,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__
4458503,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Luteimonas, s__
626449,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__Acidiphilium, s__
660099,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Porphyromonas, s__
589407,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__
4443909,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Anaerolineales, f__Anaerolinaceae, g__, s__
587131,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__WD2101, f__, g__, s__
337903,k__Bacteria, p__Cyanobacteria, c__4C0d-2, o__MLE1-12, f__, g__, s__
4304789,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__, g__, s__
2869498,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__, f__, g__, s__
146478,k__Bacteria, p__Acidobacteria, c__OS-K, o__, f__, g__, s__
112045,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__Solirubrobacteraceae, g__, s__
1123259,k__Bacteria, p__Proteobacteria, c__Epsilonproteobacteria, o__Campylobacterales, f__Campylobacteraceae, g__Sulfurospirillum, s__
543472,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Bradyrhizobiaceae, g__, s__
1123707,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Devosia, s__
4438812,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__Alteromonadaceae, g__Marinobacter, s__
226780,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__GCA004, f__, g__, s__
575450,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__, g__, s__
324882,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__[Mogibacteriaceae], g__, s__
3963494,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
207283,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__, g__, s__
619029,k__Bacteria, p__Acidobacteria, c__OS-K, o__, f__, g__, s__
2651333,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Mycobacteriaceae, g__Mycobacterium, s__
521164,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__AKIW874, g__, s__
1117222,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__
252636,k__Bacteria, p__Acidobacteria, c__Acidobacteria-6, o__CCU21, f__, g__, s__
1072934,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae, g__, s__
585869,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__
156651,k__Bacteria, p__Elusimicrobia, c__Elusimicrobia, o__FAC88, f__, g__, s__
4480292,k__Bacteria, p__Verrucomicrobia, c__[Spartobacteria], o__[Chthoniobacterales], f__[Chthoniobacteraceae], g__Ellin506, s__
175084,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
4439140,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiotrichales, f__Thiotrichaceae, g__E8, s__
27571,k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__
512180,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfobacterales, f__Desulfobulbaceae, g__, s__
329883,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__C111, g__, s__
548689,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ethanoligenens, s__
137642,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__Paenibacillus, s__
248909,k__Bacteria, p__Cyanobacteria, c__4C0d-2, o__YS2, f__, g__, s__
1862340,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__, s__
796961,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__, g__, s__
828238,k__Bacteria, p__Chloroflexi, c__Anaerolineae, o__Anaerolineales, f__Anaerolinaceae, g__Anaerolinea, s__
4351051,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__Sphingobacterium, s__
4351057,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__, g__, s__
1063088,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
4413214,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__, f__, g__, s__
248902,k__Bacteria, p__Firmicutes, c__Bacilli, o__Turicibacterales, f__Turicibacteraceae, g__Turicibacter, s__
1144171,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
580914,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__
1116586,k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__WD2101, f__, g__, s__
511571,k__Bacteria, p__TM7, c__MJK10, o__, f__, g__, s__
136119,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__, g__, s__
1115162,k__Bacteria, p__Cyanobacteria, c__Synechococcophycideae, o__Pseudanabaenales, f__Pseudanabaenaceae, g__Leptolyngbya, s__
433880,k__Bacteria, p__Acidobacteria, c__Holophagae, o__Holophagales, f__Holophagaceae, g__, s__
242142,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__OM27, g__, s__
217266,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__
4435995,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__, g__, s__
